"ISI","ISI_extra","acc","accuracy","average_response_time","avg_rt","background","bidi","blank_dur","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_press","count_after_blank","count_blank","count_blank_1","count_block_loop","count_block_sequence","count_cross","count_cross_1","count_end_of_experiment","count_end_trigger_experiment","count_experiment","count_face","count_face_1","count_final","count_fixation_cross","count_instructions","count_logger","count_practice_loop","count_press","count_press_1","count_reset_feedback","count_settings","count_trial_sequence","count_trigger_experiment","count_trigger_practice","datetime","description","disable_garbage_collection","durface","experiment_file","experiment_path","face","fig","fix_dur","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","postfix_dur","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_press","response_press_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_press","response_time_press_1","round_decimals","sampler_backend","sorted","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","test_mode","time_after_blank","time_blank","time_blank_1","time_block_loop","time_block_sequence","time_cross","time_cross_1","time_end_of_experiment","time_end_trigger_experiment","time_experiment","time_face","time_face_1","time_final","time_fixation_cross","time_instructions","time_logger","time_practice_loop","time_press","time_press_1","time_reset_feedback","time_settings","time_trial_sequence","time_trigger_experiment","time_trigger_practice","title","total_correct","total_response_time","total_responses","trials_to_pause","trigger_interval","uniform_coordinates","width"
"2117","289","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","153","NA","153","0","0","153","NA","0","0","0","153","153","0","153","0","153","0","0","153","0","0","153","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","069.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","153","153","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","814221","NA","811720","49853","49853","810732","NA","NA","NA","3310","811523","811523","NA","810732","3365","814221","49845","13918","657126","NA","3310","810729","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2044","207","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","154","NA","154","0","0","154","NA","0","0","0","154","154","0","154","0","154","0","0","154","0","0","154","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","044.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","154","154","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","818074","NA","815572","49853","49853","814666","NA","NA","NA","3310","815375","815375","NA","814666","3365","818074","49845","13918","657126","NA","3310","814663","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2206","290","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","155","NA","155","0","0","155","NA","0","0","0","155","155","0","155","0","155","0","0","155","0","0","155","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","013.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","155","155","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","822016","NA","819516","49853","49853","818528","NA","NA","NA","3310","819319","819319","NA","818528","3365","822016","49845","13918","657126","NA","3310","818525","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2098","427","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","156","NA","156","0","0","156","NA","0","0","0","156","156","0","156","0","156","0","0","156","0","0","156","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m043.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","156","156","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","826078","NA","823578","49853","49853","822451","NA","NA","NA","3310","823379","823380","NA","822451","3365","826078","49845","13918","657126","NA","3310","822448","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2173","397","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","157","NA","157","0","0","157","NA","0","0","0","157","157","0","157","0","157","0","0","157","0","0","157","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f009.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","157","157","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","830116","NA","827615","49853","49853","826520","NA","NA","NA","3310","827418","827418","NA","826520","3365","830116","49845","13918","657126","NA","3310","826516","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2418","129","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","158","NA","158","0","0","158","NA","0","0","0","158","158","0","158","0","158","0","0","158","0","0","158","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","032.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","158","158","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","833886","NA","831386","49853","49853","830559","NA","NA","NA","3310","831189","831189","NA","830559","3365","833886","49845","13918","657126","NA","3310","830556","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2011","110","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","159","NA","159","0","0","159","NA","0","0","0","159","159","0","159","0","159","0","0","159","0","0","159","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f038.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","159","159","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","837639","NA","835139","49853","49853","834331","NA","NA","NA","3310","834942","834942","NA","834331","3365","837639","49845","13918","657126","NA","3310","834327","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2399","486","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","160","NA","160","0","0","160","NA","0","0","0","160","160","0","160","0","160","0","0","160","0","0","160","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m008.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","160","160","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","841777","NA","839277","49853","49853","838093","NA","NA","NA","3310","839080","839080","NA","838093","3365","841777","49845","13918","657126","NA","3310","838090","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2091","429","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","161","NA","161","0","0","161","NA","0","0","0","161","161","0","161","0","161","0","0","161","0","0","161","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f059.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","161","161","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","845855","NA","843354","49853","49853","842227","NA","NA","NA","3310","843157","843157","NA","842227","3365","845855","49845","13918","657126","NA","3310","842224","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2301","143","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","162","NA","162","0","0","162","NA","0","0","0","162","162","0","162","0","162","0","0","162","0","0","162","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f034.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","162","162","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","849638","NA","847138","49853","49853","846296","NA","NA","NA","3310","846940","846940","NA","846296","3365","849638","49845","13918","657126","NA","3310","846292","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2204","491","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","163","NA","163","0","0","163","NA","0","0","0","163","163","0","163","0","163","0","0","163","0","0","163","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m063.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","163","163","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","853770","NA","851270","49853","49853","850080","NA","NA","NA","3310","851073","851073","NA","850080","3365","853770","49845","13918","657126","NA","3310","850077","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2319","79","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","164","NA","164","0","0","164","NA","0","0","0","164","164","0","164","0","164","0","0","164","0","0","164","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","images14.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","164","164","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","857491","NA","854991","49853","49853","854214","NA","NA","NA","3310","854794","854794","NA","854213","3365","857491","49845","13918","657126","NA","3310","854210","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2221","183","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","165","NA","165","0","0","165","NA","0","0","0","165","165","0","165","0","165","0","0","165","0","0","165","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image10.i.fen.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","165","165","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","861313","NA","858813","49853","49853","857931","NA","NA","NA","3310","858616","858616","NA","857931","3365","861313","49845","13918","657126","NA","3310","857927","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2489","129","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","166","NA","166","0","0","166","NA","0","0","0","166","166","0","166","0","166","0","0","166","0","0","166","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f020.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","166","166","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","865081","NA","862580","49853","49853","861752","NA","NA","NA","3310","862383","862383","NA","861751","3365","865081","49845","13918","657126","NA","3310","861748","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2387","471","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","167","NA","167","0","0","167","NA","0","0","0","167","167","0","167","0","167","0","0","167","0","0","167","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m077.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","167","167","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","869207","NA","866706","49853","49853","865535","NA","NA","NA","3310","866509","866509","NA","865534","3365","869207","49845","13918","657126","NA","3310","865531","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2417","244","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","168","NA","168","0","0","168","NA","0","0","0","168","168","0","168","0","168","0","0","168","0","0","168","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","072.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","168","168","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","873092","NA","870592","49853","49853","869649","NA","NA","NA","3310","870395","870395","NA","869649","3365","873092","49845","13918","657126","NA","3310","869645","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2273","416","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","169","NA","169","0","0","169","NA","0","0","0","169","169","0","169","0","169","0","0","169","0","0","169","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f019.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","169","169","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","877141","NA","874641","49853","49853","873527","NA","NA","NA","3310","874444","874444","NA","873527","3365","877141","49845","13918","657126","NA","3310","873524","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2158","392","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","170","NA","170","0","0","170","NA","0","0","0","170","170","0","170","0","170","0","0","170","0","0","170","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","002.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","170","170","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","881174","NA","878674","49853","49853","877584","NA","NA","NA","3310","878477","878477","NA","877583","3365","881174","49845","13918","657126","NA","3310","877580","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2481","256","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","171","NA","171","0","0","171","NA","0","0","0","171","171","0","171","0","171","0","0","171","0","0","171","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","005.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","171","171","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","885082","NA","882582","49853","49853","881626","NA","NA","NA","3310","882385","882385","NA","881626","3365","885082","49845","13918","657126","NA","3310","881623","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2071","304","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","172","NA","172","0","0","172","NA","0","0","0","172","172","0","172","0","172","0","0","172","0","0","172","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f032.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","172","172","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","889024","NA","886524","49853","49853","885522","NA","NA","NA","3310","886327","886327","NA","885521","3365","889024","49845","13918","657126","NA","3310","885518","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2097","206","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","173","NA","173","0","0","173","NA","0","0","0","173","173","0","173","0","173","0","0","173","0","0","173","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f068.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","173","173","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","892866","NA","890366","49853","49853","889461","NA","NA","NA","3310","890169","890169","NA","889461","3365","892866","49845","13918","657126","NA","3310","889458","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2400","414","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","174","NA","174","0","0","174","NA","0","0","0","174","174","0","174","0","174","0","0","174","0","0","174","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","046.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","174","174","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","896920","NA","894420","49853","49853","893307","NA","NA","NA","3310","894223","894223","NA","893307","3365","896920","49845","13918","657126","NA","3310","893304","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2075","95","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","175","NA","175","0","0","175","NA","0","0","0","175","175","0","175","0","175","0","0","175","0","0","175","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m050.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","175","175","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","900654","NA","898154","49853","49853","897361","NA","NA","NA","3310","897957","897957","NA","897361","3365","900654","49845","13918","657126","NA","3310","897358","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2429","385","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","176","NA","176","0","0","176","NA","0","0","0","176","176","0","176","0","176","0","0","176","0","0","176","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m093.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","176","176","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","904676","NA","902176","49853","49853","901093","NA","NA","NA","3310","901979","901979","NA","901093","3365","904676","49845","13918","657126","NA","3310","901090","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2142","34","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","177","NA","177","0","0","177","NA","0","0","0","177","177","0","177","0","177","0","0","177","0","0","177","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m074.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","177","177","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","908354","NA","905854","49853","49853","905121","NA","NA","NA","3310","905657","905657","NA","905120","3365","908354","49845","13918","657126","NA","3310","905117","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2159","327","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","178","NA","178","0","0","178","NA","0","0","0","178","178","0","178","0","178","0","0","178","0","0","178","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image5.i.fen.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","178","178","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","912329","NA","909829","49853","49853","908804","NA","NA","NA","3310","909632","909632","NA","908804","3365","912329","49845","13918","657126","NA","3310","908801","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2274","125","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","179","NA","179","0","0","179","NA","0","0","0","179","179","0","179","0","179","0","0","179","0","0","179","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","images4.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","179","179","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","916090","NA","913590","49853","49853","912767","NA","NA","NA","3310","913393","913393","NA","912767","3365","916090","49845","13918","657126","NA","3310","912764","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2326","418","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","180","NA","180","0","0","180","NA","0","0","0","180","180","0","180","0","180","0","0","180","0","0","180","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","068.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","180","180","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","920150","NA","917649","49853","49853","916533","NA","NA","NA","3310","917452","917452","NA","916533","3365","920150","49845","13918","657126","NA","3310","916529","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
